FID,District,County,Route,Direction,Accidents,Lanes,Access1,Limited,AccessNum,AccessType,RoadWidth,LaneWidth,InnerShoulderWidth,InnerShoulderTreatedWidth,OuterShoulderWidth,OuterShoulderTreatedWidth,DesignSpeedLimit,InnerMedianWidth,Terrain,Barrier,Surface
"1,307",8,SBD,60,E,16,1,1,0,1,continuous,36,12,5,5,10,10,70,70,Flat,Guardrail,Concrete
"1,308",8,SBD,60,E,1,1,1,0,1,continuous,36,12,5,5,10,10,70,70,Flat,Guardrail,Concrete
"1,309",8,SBD,60,E,1,1,1,0,1,continuous,36,12,5,5,10,10,70,70,Flat,Guardrail,Concrete
"1,310",8,SBD,60,E,6,1,1,0,1,continuous,36,12,5,5,10,10,70,70,Flat,Guardrail,Concrete
"1,311",8,RIV,60,E,18,1,1,0,1,continuous,36,12,5,5,10,10,70,70,Flat,No Barriers,Concrete
"1,312",8,RIV,60,E,10,1,2,1,2,mix,36,12,5,5,10,10,70,70,Flat,No Barriers,Concrete
"1,313",8,SBD,60,E,0,1,2,1,2,mix,36,12,5,5,10,10,70,70,Flat,Guardrail,Concrete
"1,314",8,RIV,60,E,0,1,1,0,1,continuous,24,12,5,2,8,8,70,46,Rolling,No Barriers,Base & Surface
"1,315",8,RIV,60,E,0,1,1,0,1,continuous,24,12,5,5,8,8,70,46,Rolling,Concrete Barrier,Base & Surface
"1,316",8,SBD,60,E,8,1,1,0,1,continuous,36,12,5,5,10,10,70,70,Flat,Guardrail,Concrete
"1,317",8,SBD,60,E,9,1,1,0,1,continuous,36,12,5,5,10,10,70,70,Flat,Guardrail,Concrete
"1,318",8,RIV,60,E,14,1,1,0,1,continuous,36,12,10,10,8,8,70,22,Flat,Concrete Barrier,Concrete
"1,319",8,RIV,60,E,8,1,2,1,2,mix,28,14,0,0,0,0,70,46,Flat,Bridge barrier,Bridge Deck
"1,320",8,RIV,60,W,0,1,2,1,2,mix,36,12,5,5,10,10,70,70,Flat,No Barriers,Concrete
"1,321",8,SBD,60,W,1,1,1,0,1,continuous,36,12,5,5,10,10,70,70,Flat,Guardrail,Concrete
"1,322",8,RIV,60,W,2,1,1,0,1,continuous,24,12,5,5,8,8,70,46,Rolling,Concrete Barrier,Base & Surface
"1,323",8,RIV,60,W,7,1,2,1,1,buffer,36,12,5,5,10,10,70,70,Flat,No Barriers,Concrete
"1,324",8,RIV,60,W,8,1,2,1,1,buffer,36,12,5,5,13,10,70,70,Flat,Concrete Barrier,Concrete
"1,325",8,RIV,60,W,1,1,1,0,1,continuous,24,12,5,5,8,8,70,46,Rolling,Concrete Barrier,Base & Surface
"1,326",8,RIV,60,W,0,1,1,0,1,continuous,24,12,5,5,8,8,70,46,Rolling,Concrete Barrier,Base & Surface
"1,327",8,RIV,60,W,0,1,1,0,1,continuous,24,12,5,2,8,8,70,46,Rolling,No Barriers,Base & Surface
"1,328",8,RIV,60,W,0,1,2,1,3,mix,24,12,5,2,8,8,70,46,Flat,Metal Beam Barrier,Concrete
"1,329",8,SBD,60,W,6,1,1,0,1,continuous,36,12,5,5,10,10,70,70,Flat,Guardrail,Concrete
"1,330",8,RIV,60,W,7,1,1,0,2,mix,48,12,5,5,10,10,70,70,Flat,Guardrail,Concrete
"1,331",8,RIV,60,W,8,1,1,0,2,mix,36,12,5,5,13,10,70,70,Flat,Concrete Barrier,Concrete
"1,332",8,RIV,60,W,19,1,2,1,1,buffer,28,14,0,0,0,0,70,46,Flat,Bridge barrier,Bridge Deck
"1,333",8,RIV,60,W,30,1,2,1,1,buffer,24,12,5,2,8,8,70,46,Flat,Metal Beam Barrier,Concrete
"1,334",8,RIV,60,W,31,1,1,0,3,mix,24,12,5,5,8,8,70,46,Rolling,Concrete Barrier,Base & Surface
"1,335",8,RIV,60,W,0,1,2,1,1,buffer,48,12,5,5,10,10,70,70,Flat,Guardrail,Concrete
"1,336",8,RIV,60,W,1,1,1,0,1,continuous,24,12,5,2,8,8,70,46,Rolling,No Barriers,Base & Surface
"1,337",8,RIV,60,W,5,1,2,1,2,mix,36,12,5,5,10,10,70,70,Flat,No Barriers,Concrete
"1,338",8,RIV,60,W,9,1,1,0,1,continuous,24,12,5,5,8,8,70,46,Rolling,Concrete Barrier,Base & Surface
"1,339",8,RIV,60,W,29,1,2,1,1,buffer,24,12,5,2,8,8,70,46,Flat,Metal Beam Barrier,Concrete
"1,340",8,SBD,60,W,1,1,1,0,1,continuous,36,12,5,5,10,10,70,70,Flat,Guardrail,Concrete
"1,341",8,RIV,60,W,1,1,2,1,1,buffer,28,14,0,0,0,0,70,46,Flat,Bridge barrier,Bridge Deck
"1,342",8,RIV,60,W,2,1,1,0,1,continuous,24,12,5,5,8,8,70,46,Rolling,Concrete Barrier,Base & Surface
"1,343",8,SBD,60,W,5,1,1,0,1,continuous,36,12,5,5,10,10,70,70,Flat,Guardrail,Concrete
"1,344",8,RIV,60,W,5,1,2,1,2,mix,36,12,5,5,10,10,70,54,Flat,Concrete Barrier,Concrete
"1,345",8,RIV,60,W,6,1,2,1,1,buffer,24,12,5,2,8,8,70,46,Flat,Metal Beam Barrier,Concrete
"1,346",8,SBD,60,W,21,1,1,0,1,continuous,48,12,5,5,10,10,70,70,Flat,Guardrail,Concrete
"1,347",8,SBD,60,W,0,1,1,0,1,continuous,36,12,5,5,10,10,70,70,Flat,Guardrail,Concrete
"1,348",8,SBD,60,W,0,1,1,0,1,continuous,36,12,5,5,10,10,70,70,Flat,Guardrail,Concrete
"1,349",8,SBD,60,W,0,1,1,0,1,continuous,36,12,5,5,10,10,70,70,Flat,Guardrail,Concrete
"1,350",8,RIV,60,W,0,1,2,1,1,buffer,36,12,5,5,10,10,70,54,Flat,Concrete Barrier,Concrete
"1,351",8,SBD,60,W,2,1,1,0,1,continuous,36,12,5,5,10,10,70,70,Flat,Guardrail,Concrete
"1,352",8,SBD,60,W,7,1,1,0,1,continuous,36,12,5,5,10,10,70,70,Flat,Guardrail,Concrete
"1,353",8,RIV,60,W,12,1,1,0,1,continuous,24,12,5,2,8,8,70,46,Flat,Metal Beam Barrier,Concrete
"1,354",8,SBD,60,W,17,1,1,0,1,continuous,36,12,5,5,10,10,70,70,Flat,Guardrail,Concrete
"1,355",8,RIV,60,W,23,1,2,1,1,buffer,36,12,5,5,10,10,70,54,Flat,Concrete Barrier,Concrete
"1,356",8,RIV,60,W,0,1,1,0,1,continuous,24,12,5,2,8,8,70,46,Rolling,No Barriers,Base & Surface
"1,357",8,RIV,60,W,0,1,1,0,1,continuous,36,12,5,5,10,10,70,70,Flat,No Barriers,Concrete
"1,358",8,SBD,60,W,1,1,1,0,1,continuous,36,12,5,5,10,10,70,70,Flat,Guardrail,Concrete
"1,359",8,RIV,60,W,5,1,2,1,1,buffer,36,12,5,5,10,10,70,70,Flat,No Barriers,Concrete
"1,360",8,SBD,60,W,13,1,1,0,1,continuous,36,12,5,5,10,10,70,70,Flat,Guardrail,Concrete
"1,361",8,SBD,60,W,13,1,1,0,1,continuous,36,12,5,5,10,10,70,70,Flat,Guardrail,Concrete
"1,362",8,RIV,60,W,0,1,1,0,1,continuous,24,12,5,5,8,8,70,46,Rolling,Concrete Barrier,Base & Surface
"1,363",8,SBD,60,W,0,1,1,0,1,continuous,36,12,5,5,10,10,70,70,Flat,Guardrail,Concrete
"1,364",8,RIV,60,W,1,1,1,0,1,continuous,36,12,5,5,10,10,70,70,Flat,No Barriers,Concrete
"1,365",8,RIV,60,W,1,1,2,1,1,buffer,28,14,0,0,0,0,70,46,Flat,Bridge barrier,Bridge Deck
"1,366",8,RIV,60,W,2,1,1,0,1,continuous,24,12,5,2,8,8,70,46,Rolling,No Barriers,Base & Surface
"1,367",8,SBD,60,W,5,1,1,0,1,continuous,36,12,5,5,10,10,70,70,Flat,Guardrail,Concrete
"1,368",8,SBD,60,W,10,1,1,0,1,continuous,36,12,5,5,10,10,70,70,Flat,Guardrail,Concrete
"1,369",8,RIV,60,W,21,1,1,0,1,continuous,36,12,5,5,10,10,70,70,Flat,No Barriers,Concrete
"1,370",8,SBD,60,W,0,1,1,0,2,mix,36,12,5,5,10,10,70,70,Flat,Guardrail,Concrete
"1,371",8,RIV,60,W,4,1,2,1,1,buffer,36,12,5,5,10,10,70,54,Flat,Concrete Barrier,Concrete
"1,372",8,RIV,60,W,10,1,1,0,2,mix,36,12,5,5,10,10,70,70,Flat,No Barriers,Concrete
"1,373",8,SBD,60,W,11,1,1,0,1,continuous,36,12,5,5,10,10,70,70,Flat,Guardrail,Concrete
"1,374",8,SBD,60,W,12,1,1,0,1,continuous,36,12,5,5,10,10,70,70,Flat,Guardrail,Concrete
"1,375",8,SBD,60,W,18,1,1,0,1,continuous,48,12,5,5,10,10,70,70,Flat,Guardrail,Concrete
"1,376",8,SBD,60,W,34,1,1,0,1,continuous,36,12,5,5,10,10,70,70,Flat,Guardrail,Concrete
"1,377",8,RIV,60,W,0,1,1,0,2,mix,36,12,5,5,13,10,70,70,Flat,Concrete Barrier,Concrete
"1,378",8,RIV,60,W,3,1,1,0,1,continuous,24,12,5,5,8,8,70,46,Rolling,Concrete Barrier,Base & Surface
"1,379",8,RIV,60,W,4,1,1,0,1,continuous,24,12,5,2,8,8,70,46,Rolling,No Barriers,Base & Surface
"1,380",8,SBD,60,W,6,1,1,0,1,continuous,36,12,5,5,10,10,70,70,Flat,Guardrail,Concrete
"1,381",8,SBD,60,W,22,1,1,0,1,continuous,36,12,5,5,10,10,70,70,Flat,Guardrail,Concrete
"1,382",8,RIV,60,W,38,1,1,0,1,continuous,24,12,5,5,8,8,70,46,Rolling,Concrete Barrier,Base & Surface
"1,383",8,SBD,60,W,51,1,1,0,1,continuous,36,12,5,5,10,10,70,70,Flat,Guardrail,Concrete
"1,384",8,RIV,60,W,6,1,1,0,2,mix,48,12,5,5,10,10,70,70,Flat,Guardrail,Concrete
"1,385",8,RIV,60,W,12,1,2,1,1,buffer,28,14,0,0,0,0,70,46,Flat,Bridge barrier,Bridge Deck
"1,386",8,RIV,60,W,2,1,1,0,2,mix,36,12,5,5,10,10,70,70,Flat,No Barriers,Concrete
"1,387",8,SBD,60,W,3,1,1,0,1,continuous,48,12,5,5,10,10,70,70,Flat,Guardrail,Concrete
"1,388",8,SBD,60,W,12,1,1,0,1,continuous,48,12,5,5,10,10,70,70,Flat,Guardrail,Concrete
"1,389",8,SBD,60,W,13,1,1,0,1,continuous,36,12,5,5,10,10,70,70,Flat,Guardrail,Concrete
"1,390",8,RIV,60,W,0,1,1,0,1,continuous,24,12,5,5,8,8,70,46,Rolling,Concrete Barrier,Base & Surface
"1,391",8,RIV,60,W,0,1,1,0,1,continuous,24,12,5,5,8,8,70,46,Rolling,Concrete Barrier,Base & Surface
"1,392",8,RIV,60,W,0,1,2,1,1,buffer,24,12,5,2,8,8,70,46,Flat,Metal Beam Barrier,Concrete
"1,393",8,RIV,60,W,5,1,2,1,1,buffer,36,12,5,5,10,10,70,70,Flat,No Barriers,Concrete
"1,394",8,RIV,60,W,7,1,2,1,1,buffer,36,12,5,5,13,10,70,70,Flat,Concrete Barrier,Concrete
"1,395",8,RIV,60,W,8,1,2,1,2,mix,24,12,5,2,8,8,70,46,Flat,Metal Beam Barrier,Concrete
"1,396",8,RIV,60,W,9,1,2,1,1,buffer,36,12,5,5,10,10,70,70,Flat,No Barriers,Concrete
"1,397",8,RIV,60,W,26,1,2,1,1,buffer,48,12,5,5,10,10,70,70,Flat,Guardrail,Concrete
"1,398",8,RIV,60,W,0,1,1,0,1,continuous,24,12,5,2,8,8,70,46,Rolling,No Barriers,Base & Surface
"1,399",8,RIV,60,W,0,1,2,1,1,buffer,24,12,5,2,8,8,70,46,Flat,Metal Beam Barrier,Concrete
"1,400",8,RIV,60,W,2,1,1,0,1,continuous,24,12,5,2,8,8,70,46,Rolling,No Barriers,Base & Surface
"1,401",8,RIV,60,W,4,1,1,0,1,continuous,36,12,5,5,10,10,70,70,Flat,No Barriers,Concrete
"1,402",8,RIV,60,W,7,1,1,0,1,continuous,24,12,5,5,8,8,70,46,Rolling,Concrete Barrier,Base & Surface
"1,403",8,SBD,60,W,9,1,1,0,1,continuous,36,12,5,5,10,10,70,70,Flat,Guardrail,Concrete
"1,404",8,SBD,60,W,12,1,1,0,1,continuous,36,12,5,5,10,10,70,70,Flat,Guardrail,Concrete
"1,405",8,SBD,60,W,17,1,1,0,1,continuous,36,12,5,5,10,10,70,70,Flat,Guardrail,Concrete
"1,406",8,RIV,60,W,27,1,1,0,1,continuous,24,12,5,5,8,8,70,46,Rolling,Concrete Barrier,Base & Surface
"1,407",8,RIV,60,W,4,1,2,1,1,buffer,24,12,5,2,8,8,70,46,Flat,Metal Beam Barrier,Concrete
"1,408",8,RIV,60,W,11,1,2,1,1,buffer,36,12,5,5,13,10,70,70,Flat,Concrete Barrier,Concrete
"1,409",8,SBD,71,N,0,1,2,1,1,buffer,40,13.3,10,10,10,10,70,22,Rolling,Concrete Barrier,Concrete
"1,410",8,SBD,71,N,3,1,2,1,1,buffer,52,13,10,10,10,10,70,22,Rolling,Concrete Barrier,Concrete
"1,411",8,SBD,71,N,0,1,2,1,1,buffer,52,13,10,10,10,10,70,22,Rolling,Concrete Barrier,Concrete
"1,412",8,SBD,71,N,0,1,1,0,1,continuous,24,12,26,26,10,10,70,38,Rolling,Concrete Barrier,Concrete
"1,413",8,SBD,71,N,0,1,1,0,2,mix,52,13,16,16,10,10,70,22,Rolling,Concrete Barrier,Concrete
"1,414",8,SBD,71,N,1,1,2,1,1,buffer,40,13.3,10,10,10,10,70,30,Rolling,Concrete Barrier,Concrete
"1,415",8,SBD,71,N,2,1,2,1,1,buffer,52,13,16,16,10,10,70,22,Rolling,Concrete Barrier,Concrete
"1,416",8,SBD,71,N,0,1,2,1,1,buffer,52,13,4,4,10,10,70,22,Rolling,Concrete Barrier,Concrete
"1,417",8,SBD,71,N,0,1,1,0,1,continuous,24,12,10,10,10,10,70,22,Rolling,Concrete Barrier,Concrete
"1,418",8,SBD,71,N,0,1,2,1,1,buffer,40,13.3,10,10,10,10,70,30,Rolling,Concrete Barrier,Concrete
"1,419",8,SBD,71,N,0,1,2,1,2,mix,52,13,4,4,10,10,70,22,Rolling,Concrete Barrier,Concrete
"1,420",8,SBD,71,N,1,1,1,0,2,mix,52,13,10,10,10,10,70,22,Rolling,Concrete Barrier,Concrete
"1,421",8,SBD,71,N,1,1,2,1,2,mix,52,13,10,10,10,10,70,22,Rolling,Concrete Barrier,Concrete
"1,422",8,SBD,71,N,1,1,2,1,1,buffer,52,13,10,10,10,10,70,22,Rolling,Concrete Barrier,Concrete
"1,423",8,SBD,71,N,0,1,2,1,1,buffer,52,13,10,10,10,10,70,22,Rolling,Concrete Barrier,Concrete
"1,424",8,SBD,71,N,0,1,1,0,2,mix,24,12,10,10,10,10,70,22,Rolling,Concrete Barrier,Concrete
"1,425",8,SBD,71,N,0,1,2,1,2,mix,52,13,10,10,10,10,70,22,Rolling,Concrete Barrier,Bridge Deck
"1,426",8,SBD,71,N,1,1,2,1,2,mix,40,13.3,10,10,10,10,70,22,Rolling,Concrete Barrier,Concrete
"1,427",8,SBD,71,N,1,1,2,1,1,buffer,52,13,10,10,10,10,70,22,Rolling,Concrete Barrier,Concrete
"1,428",8,SBD,71,N,4,1,2,1,1,buffer,52,13,10,10,10,10,70,22,Rolling,Concrete Barrier,Bridge Deck
"1,429",8,SBD,71,N,0,1,2,1,1,buffer,40,13.3,10,10,10,10,70,30,Rolling,Concrete Barrier,Concrete
"1,430",8,SBD,71,N,0,1,2,1,1,buffer,52,13,16,16,10,10,70,22,Rolling,Concrete Barrier,Concrete
"1,431",8,SBD,71,S,0,1,2,1,2,mix,52,13,16,16,8,8,70,22,Rolling,Concrete Barrier,Concrete
"1,432",8,SBD,71,S,0,1,2,1,1,buffer,52,13,10,10,10,10,70,22,Rolling,Concrete Barrier,Concrete
"1,433",8,SBD,71,S,0,1,1,0,1,continuous,48,12,26,26,10,10,70,22,Rolling,Concrete Barrier,Concrete
"1,434",8,SBD,71,S,0,1,2,1,1,buffer,52,13,4,4,8,8,70,22,Rolling,Concrete Barrier,Concrete
"1,435",8,SBD,71,S,2,1,2,1,1,buffer,40,13.3,10,10,10,10,70,30,Rolling,Concrete Barrier,Concrete
"1,436",8,SBD,71,S,0,1,2,1,1,buffer,52,13,10,10,10,10,70,22,Rolling,Concrete Barrier,Concrete
"1,437",8,SBD,71,S,0,1,2,1,2,mix,40,13.3,10,10,10,10,70,22,Rolling,Concrete Barrier,Concrete
"1,438",8,SBD,71,S,0,1,2,1,1,buffer,52,13,10,10,10,10,70,22,Rolling,Concrete Barrier,Bridge Deck
"1,439",8,SBD,71,S,0,1,2,1,1,buffer,52,13,10,10,10,10,70,22,Rolling,Concrete Barrier,Bridge Deck
"1,440",8,SBD,71,S,0,1,2,1,1,buffer,40,13.3,10,10,10,10,70,30,Rolling,Concrete Barrier,Concrete
"1,441",8,SBD,71,S,0,1,2,1,1,buffer,52,13,16,16,8,8,70,22,Rolling,Concrete Barrier,Concrete
"1,442",8,SBD,71,S,0,1,2,1,1,buffer,64,12.8,15,15,10,10,70,22,Rolling,Concrete Barrier,Concrete
"1,443",8,SBD,71,S,0,1,1,0,2,mix,52,13,10,10,10,10,70,22,Rolling,Concrete Barrier,Bridge Deck
"1,444",8,SBD,71,S,1,1,2,1,1,buffer,40,13.3,10,10,10,10,70,22,Rolling,Concrete Barrier,Concrete
"1,445",8,SBD,71,S,0,1,2,1,1,buffer,52,13,4,4,8,8,70,22,Rolling,Concrete Barrier,Concrete
"1,446",8,SBD,71,S,0,1,2,1,1,buffer,52,13,10,10,10,10,70,22,Rolling,Concrete Barrier,Concrete
"1,447",8,SBD,71,S,0,1,2,1,3,mix,52,13,10,10,10,10,70,22,Rolling,Concrete Barrier,Concrete
"1,448",8,SBD,71,S,2,1,2,1,1,buffer,40,13.3,10,10,10,10,70,22,Rolling,Concrete Barrier,Concrete
"1,449",8,SBD,71,S,0,1,1,0,2,mix,40,13.3,10,10,10,10,70,22,Rolling,Concrete Barrier,Concrete
"1,450",8,SBD,71,S,0,1,2,1,1,buffer,52,13,10,10,10,10,70,22,Rolling,Concrete Barrier,Concrete
"1,451",8,SBD,71,S,0,1,1,0,2,mix,52,13,16,16,8,8,70,22,Rolling,Concrete Barrier,Concrete
"1,452",8,RIV,91,E,0,1,1,0,1,continuous,36,12,5,5,8,8,70,22,Flat,Metal Beam Barrier,Concrete
"1,453",8,RIV,91,E,0,1,1,0,1,continuous,36,12,5,2,8,8,70,20,Flat,Metal Beam Barrier,Concrete
"1,454",8,RIV,91,E,5,1,2,1,1,buffer,36,12,10,10,8,8,70,22,Flat,Concrete Barrier,Concrete
"1,455",8,RIV,91,E,10,2,2,1,1,buffer,56,11.2,2,2,8,8,70,6,Rolling,Concrete Barrier,Concrete
"1,456",8,RIV,91,E,7,2,2,1,1,buffer,56,11.2,2,2,8,8,70,6,Rolling,Concrete Barrier,Concrete
"1,457",8,RIV,91,E,16,1,2,1,1,buffer,36,12,10,10,8,8,70,22,Flat,Concrete Barrier,Bridge Deck
"1,458",8,RIV,91,E,5,1,1,0,1,continuous,36,12,5,2,8,8,70,20,Flat,Metal Beam Barrier,Concrete
"1,459",8,RIV,91,E,5,1,1,0,1,continuous,36,12,5,2,8,8,70,12,Flat,Metal Beam Barrier,Concrete
"1,460",8,RIV,91,E,10,2,2,1,1,buffer,56,11.2,8,8,8,8,70,6,Rolling,Concrete Barrier,Concrete
"1,461",8,RIV,91,E,22,2,2,1,1,buffer,62,12.4,8,8,10,10,70,18,Rolling,Concrete Barrier,Concrete
"1,462",8,RIV,91,E,10,2,2,1,1,buffer,56,11.2,2,2,8,8,70,6,Rolling,Concrete Barrier,Base & Surface
"1,463",8,RIV,91,E,10,1,1,0,1,continuous,62,12.4,8,8,10,10,70,18,Flat,Concrete Barrier,Concrete
"1,464",8,RIV,91,E,13,1,2,1,1,buffer,68,11.3,2,2,10,10,70,12,Flat,Concrete Barrier,Base & Surface
"1,465",8,RIV,91,E,13,1,2,1,3,mix,36,12,5,5,8,8,70,22,Flat,Metal Beam Barrier,Concrete
"1,466",8,RIV,91,E,0,1,1,0,1,continuous,36,12,10,10,8,8,70,22,Flat,Concrete Barrier,Concrete
"1,467",8,RIV,91,E,0,1,1,0,1,continuous,50,16.7,0,0,0,0,70,12,Flat,Metal Beam Barrier,Bridge Deck
"1,468",8,RIV,91,E,0,1,1,0,1,continuous,50,12.5,8,8,8,8,70,18,Flat,Concrete Barrier,Bridge Deck
"1,469",8,RIV,91,E,10,1,1,0,1,continuous,36,12,5,5,8,8,70,22,Flat,Metal Beam Barrier,Concrete
"1,470",8,RIV,91,E,19,1,2,1,2,mix,62,12.4,8,8,10,10,70,18,Flat,Concrete Barrier,Concrete
"1,471",8,RIV,91,E,32,2,2,1,1,buffer,62,12.4,8,8,10,10,70,18,Rolling,Concrete Barrier,Bridge Deck
"1,472",8,RIV,91,E,1,2,2,1,1,buffer,61,12.2,9,9,10,10,70,20,Rolling,Concrete Barrier,Bridge Deck
"1,473",8,RIV,91,E,13,1,1,0,1,continuous,50,16.7,0,0,0,0,70,12,Flat,Metal Beam Barrier,Bridge Deck
"1,474",8,RIV,91,E,19,1,1,0,1,continuous,62,12.4,8,8,10,10,70,18,Flat,Concrete Barrier,Concrete
"1,475",8,RIV,91,E,59,2,2,1,1,buffer,61,12.2,9,9,10,10,70,20,Rolling,Concrete Barrier,Bridge Deck
"1,476",8,RIV,91,E,0,1,2,1,1,buffer,68,11.3,2,2,9,9,70,12,Flat,Concrete Barrier,Base & Surface
"1,477",8,RIV,91,E,4,1,1,0,1,continuous,62,12.4,8,8,10,10,70,18,Flat,Concrete Barrier,Concrete
"1,478",8,RIV,91,E,5,1,1,0,1,continuous,36,12,5,5,8,8,70,22,Flat,Metal Beam Barrier,Concrete
"1,479",8,RIV,91,E,7,1,1,0,1,continuous,36,12,5,5,8,8,70,22,Flat,Metal Beam Barrier,Concrete
"1,480",8,RIV,91,E,9,1,2,1,1,buffer,36,12,10,10,8,8,70,22,Flat,Concrete Barrier,Concrete
"1,481",8,RIV,91,E,14,1,1,0,1,continuous,36,12,5,2,8,8,70,20,Flat,Metal Beam Barrier,Concrete
"1,482",8,RIV,91,E,17,1,1,0,1,continuous,36,12,5,5,8,8,70,22,Flat,Metal Beam Barrier,Concrete
"1,483",8,RIV,91,E,17,1,1,0,1,continuous,36,12,5,5,8,8,70,22,Flat,Metal Beam Barrier,Concrete
"1,484",8,RIV,91,E,0,1,1,0,1,continuous,50,16.7,0,0,0,0,70,12,Flat,Metal Beam Barrier,Bridge Deck
"1,485",8,RIV,91,E,8,1,2,1,2,mix,36,12,10,10,8,8,70,22,Flat,Concrete Barrier,Concrete
"1,486",8,RIV,91,E,11,2,2,1,1,buffer,74,12.3,8,8,10,10,70,18,Rolling,Concrete Barrier,Concrete
"1,487",8,RIV,91,E,16,1,2,1,2,mix,36,12,10,10,8,8,70,22,Flat,Concrete Barrier,Concrete
"1,488",8,RIV,91,E,20,1,1,0,1,continuous,50,12.5,8,8,8,8,70,18,Flat,Concrete Barrier,Bridge Deck
"1,489",8,RIV,91,E,21,3,2,1,2,mix,61,12.2,9,9,10,10,70,20,Rolling,Concrete Barrier,Concrete
"1,490",8,RIV,91,E,23,1,1,0,1,continuous,36,12,10,10,8,8,70,22,Flat,Concrete Barrier,Concrete
"1,491",8,RIV,91,E,27,2,2,1,1,buffer,61,12.2,9,9,10,10,70,20,Rolling,Concrete Barrier,Concrete
"1,492",8,RIV,91,E,51,2,2,1,1,buffer,56,11.2,2,2,8,8,70,6,Rolling,Concrete Barrier,Concrete
"1,493",8,RIV,91,E,66,3,1,0,2,mix,60,12,10,10,10,10,70,21,Rolling,Concrete Barrier,Concrete
"1,494",8,RIV,91,E,2,1,1,0,1,continuous,36,12,5,5,8,8,70,22,Flat,Metal Beam Barrier,Concrete
"1,495",8,RIV,91,E,26,1,1,0,3,mix,36,12,10,10,8,8,70,22,Flat,Concrete Barrier,Concrete
"1,496",8,RIV,91,E,7,1,1,0,1,continuous,62,12.4,8,8,10,10,70,18,Flat,Concrete Barrier,Concrete
"1,497",8,RIV,91,E,11,2,2,1,1,buffer,62,12.4,14,14,10,10,70,18,Rolling,Concrete Barrier,Concrete
"1,498",8,RIV,91,E,16,1,2,1,2,mix,36,12,5,5,8,8,70,22,Flat,Metal Beam Barrier,Concrete
"1,499",8,RIV,91,E,1,1,1,0,2,mix,36,12,10,10,8,8,70,22,Flat,Concrete Barrier,Concrete
"1,500",8,RIV,91,E,1,1,1,0,1,continuous,50,12.5,8,8,8,8,70,18,Flat,Concrete Barrier,Bridge Deck
"1,501",8,RIV,91,E,2,1,1,0,1,continuous,36,12,5,5,8,8,70,22,Flat,Metal Beam Barrier,Concrete
"1,502",8,RIV,91,E,10,2,2,1,2,mix,56,11.2,2,2,8,8,70,6,Rolling,Concrete Barrier,Base & Surface
"1,503",8,RIV,91,E,10,1,2,1,1,buffer,36,12,10,10,8,8,70,22,Flat,Concrete Barrier,Bridge Deck
"1,504",8,RIV,91,E,15,1,1,0,2,mix,36,12,10,10,8,8,70,22,Flat,Concrete Barrier,Concrete
"1,505",8,RIV,91,E,0,1,1,0,1,continuous,36,12,5,2,8,8,70,20,Flat,Metal Beam Barrier,Concrete
"1,506",8,RIV,91,E,5,1,1,0,1,continuous,36,12,5,2,8,8,70,12,Flat,Metal Beam Barrier,Concrete
"1,507",8,RIV,91,E,6,1,1,0,1,continuous,36,12,5,2,8,8,70,20,Flat,Metal Beam Barrier,Concrete
"1,508",8,RIV,91,E,6,1,2,1,1,buffer,36,12,10,10,8,8,70,22,Flat,Concrete Barrier,Bridge Deck
"1,509",8,RIV,91,E,47,1,1,0,1,continuous,62,12.4,8,8,10,10,70,18,Flat,Concrete Barrier,Concrete
"1,510",8,RIV,91,E,56,1,2,1,1,buffer,68,11.3,2,2,9,9,70,12,Flat,Concrete Barrier,Base & Surface
"1,511",8,RIV,91,E,7,1,1,0,1,continuous,36,12,5,5,8,8,70,22,Flat,Metal Beam Barrier,Concrete
"1,512",8,RIV,91,E,0,2,2,1,1,buffer,62,12.4,8,8,10,10,70,18,Rolling,Concrete Barrier,Bridge Deck
"1,513",8,RIV,91,E,5,2,2,1,1,buffer,56,11.2,2,2,8,8,70,6,Rolling,Concrete Barrier,Concrete
"1,514",8,RIV,91,E,11,1,1,0,1,continuous,36,12,5,2,8,8,70,12,Flat,Metal Beam Barrier,Concrete
"1,515",8,RIV,91,E,59,1,1,0,2,mix,36,12,5,5,8,8,70,22,Flat,Metal Beam Barrier,Concrete
"1,516",8,RIV,91,E,9,1,2,1,1,buffer,36,12,10,10,8,8,70,22,Flat,Concrete Barrier,Bridge Deck
"1,517",8,RIV,91,E,25,2,2,1,1,buffer,56,11.2,2,2,8,8,70,6,Rolling,Concrete Barrier,Concrete
"1,518",8,RIV,91,E,37,2,2,1,1,buffer,61,12.2,9,9,10,10,70,20,Rolling,Concrete Barrier,Bridge Deck
"1,519",8,RIV,91,E,10,2,2,1,1,buffer,56,11.2,2,2,8,8,70,6,Rolling,Concrete Barrier,Concrete
"1,520",8,RIV,91,W,20,2,2,2,1,barrier,56,11.2,2,2,8,8,70,6,Rolling,Concrete Barrier,Concrete
"1,521",8,RIV,91,W,21,2,2,2,1,barrier,56,11.2,2,2,8,8,70,6,Rolling,Concrete Barrier,Concrete
"1,522",8,RIV,91,W,0,2,2,2,1,barrier,48,12,10,10,8,8,70,22,Flat,Concrete Barrier,Bridge Deck
"1,523",8,RIV,91,W,1,1,1,0,1,continuous,36,12,5,2,8,8,70,20,Flat,Metal Beam Barrier,Concrete
